epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,1936.15,1.01301,0.98987,1.15623,0.46085,0.24694,0.24471,0.11819,1.73143,1.71079,1.39807,0.0001685,0.0001685,0.0001685
187,1944.53,1.00263,1.00972,1.15158,0.51641,0.25919,0.25989,0.12397,1.72645,1.69328,1.39901,0.0001586,0.0001586,0.0001586
188,1952.92,1.01095,1.01927,1.16066,0.54379,0.26795,0.27634,0.1256,1.73741,1.68586,1.39882,0.0001487,0.0001487,0.0001487
189,1961.37,0.97587,0.97593,1.14589,0.42137,0.25044,0.24224,0.11671,1.7405,1.71633,1.40154,0.0001388,0.0001388,0.0001388
190,1969.77,1.0206,1.00512,1.16437,0.47369,0.19089,0.20831,0.10534,1.76506,1.76991,1.41906,0.0001289,0.0001289,0.0001289
191,1978.47,1.00393,0.99881,1.16329,0.39611,0.19965,0.18814,0.09634,1.75522,1.83101,1.41791,0.000119,0.000119,0.000119
192,1986.7,0.94641,0.92859,1.13067,0.47602,0.18039,0.19572,0.09992,1.72956,1.78996,1.39002,0.0001091,0.0001091,0.0001091
193,1994.9,0.96549,0.90167,1.13798,0.48445,0.1944,0.21089,0.10673,1.70674,1.74366,1.38255,9.92e-05,9.92e-05,9.92e-05
194,2003.13,0.96003,0.90718,1.1297,0.44442,0.19965,0.20777,0.10487,1.70235,1.73657,1.38053,8.93e-05,8.93e-05,8.93e-05
195,2011.41,0.95778,0.89065,1.12518,0.43994,0.25744,0.25233,0.12123,1.70167,1.67809,1.37511,7.94e-05,7.94e-05,7.94e-05
196,2019.66,0.96909,0.8958,1.13364,0.41933,0.2732,0.25887,0.12473,1.71324,1.67287,1.38346,6.95e-05,6.95e-05,6.95e-05
197,2028,0.92788,0.87593,1.12097,0.45408,0.24694,0.24994,0.12234,1.72008,1.68095,1.39202,5.96e-05,5.96e-05,5.96e-05
198,2036.24,0.97122,0.90395,1.14086,0.41265,0.24518,0.24088,0.11786,1.7137,1.70797,1.38457,4.97e-05,4.97e-05,4.97e-05
199,2044.59,0.89996,0.84454,1.10666,0.45806,0.25164,0.25771,0.12486,1.70451,1.6731,1.3801,3.98e-05,3.98e-05,3.98e-05
200,2052.98,0.953,0.86744,1.11824,0.49786,0.24136,0.25996,0.12706,1.70963,1.67596,1.38547,2.99e-05,2.99e-05,2.99e-05
