epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,21104.5,1.27723,1.28881,1.22231,0.70509,0.36391,0.43854,0.226,1.82087,2.12794,1.52384,0.0001784,0.0001784,0.0001784
186,21216.9,1.30874,1.24847,1.21226,0.71085,0.35321,0.44382,0.22648,1.7505,2.15387,1.48572,0.0001685,0.0001685,0.0001685
187,21330.2,1.31736,1.28048,1.21118,0.70446,0.36082,0.45028,0.22363,1.82153,2.1261,1.50945,0.0001586,0.0001586,0.0001586
188,21443,1.30866,1.2893,1.21667,0.70503,0.36544,0.44821,0.22489,1.85616,2.19938,1.52817,0.0001487,0.0001487,0.0001487
189,21555.7,1.32671,1.28129,1.22309,0.71409,0.3628,0.44123,0.22591,1.80849,2.19358,1.51321,0.0001388,0.0001388,0.0001388
190,21668.7,1.31404,1.29259,1.21408,0.67752,0.37907,0.44982,0.23142,1.78154,2.20164,1.5011,0.0001289,0.0001289,0.0001289
191,21779.1,1.33871,1.36288,1.25735,0.6444,0.3685,0.42858,0.21643,1.78518,2.32064,1.52018,0.000119,0.000119,0.000119
192,21888.9,1.3438,1.26427,1.25208,0.65232,0.37009,0.4339,0.21651,1.71854,2.47546,1.49774,0.0001091,0.0001091,0.0001091
193,21997.9,1.31111,1.25997,1.24381,0.6483,0.38073,0.44032,0.2191,1.75243,2.47462,1.50494,9.92e-05,9.92e-05,9.92e-05
194,22107.1,1.30213,1.23565,1.2461,0.66437,0.37462,0.44457,0.2221,1.79248,2.39854,1.52121,8.93e-05,8.93e-05,8.93e-05
195,22216.1,1.28289,1.21091,1.23544,0.65618,0.3792,0.44747,0.22378,1.81346,2.39599,1.52359,7.94e-05,7.94e-05,7.94e-05
196,22326.4,1.25545,1.16937,1.213,0.70452,0.3685,0.44854,0.22558,1.79363,2.23866,1.51844,6.95e-05,6.95e-05,6.95e-05
197,22436.4,1.28041,1.1927,1.22138,0.68606,0.38226,0.44856,0.22495,1.77254,2.26883,1.51317,5.96e-05,5.96e-05,5.96e-05
198,22546.1,1.25488,1.14129,1.22047,0.65695,0.38226,0.44781,0.22429,1.76081,2.31151,1.5157,4.97e-05,4.97e-05,4.97e-05
199,22656,1.25804,1.16027,1.2056,0.6637,0.37419,0.44784,0.22579,1.74009,2.28554,1.49835,3.98e-05,3.98e-05,3.98e-05
200,22766.3,1.27453,1.16161,1.21602,0.6198,0.3945,0.44971,0.22695,1.7319,2.29363,1.49535,2.99e-05,2.99e-05,2.99e-05
